experiment_id,gene,missing_all,missing_labelled,missing_interior,missing_boundary,largest_connected_gap,slab_score,intensity_score
72103841,Col4a6,0.356897,0.0509856,0.046142,0.0815805,1359,1,0.0796091
74957912,Vdac1,0.341269,0.035674,0.0304669,0.0685648,1656,0.0492947,0.538628
75041585,Qrfp,0.362144,0.0376435,0.0310557,0.0792562,1666,0.0499648,0.130967
75749418,Grik3,0.407956,0.105148,0.101943,0.125392,1579,1,0.120425
71064217,Gfra1,0.362784,0.0165822,0.0115539,0.048344,626,0.0347568,0.131104
509,Gnas,0.372576,0.066996,0.0520845,0.161185,1890,0.0606307,0.127925
72472799,Fbn2,0.38897,0.0300037,0.0224087,0.0779779,1145,0.0594059,0.270841
74750032,Sema6d,0.406914,0.118617,0.115318,0.139454,2328,1,0.220016
293462,Fbxo18,0.460258,0.0993345,0.0819995,0.208832,1910,0.415431,0.586942
75081209,Ddt,0.406318,0.0636287,0.0569231,0.105985,1658,0.799625,0.112648
74511759,Gpr133,0.354606,0.0177258,0.0119034,0.0545032,626,0.0354917,0.137026
75551478,Grik4,0.394763,0.154958,0.152261,0.171993,2322,1,0.147969
73817432,Cpne7,0.339311,0.0300037,0.0245244,0.0646136,1269,0.0631119,0.157258
74819536,Impg2,0.343139,0.0247621,0.0213048,0.0466008,1091,1,0.742782
77340474,C1qc,0.346121,0.0760971,0.0720094,0.101917,1528,1,0.167889
72283802,Btg2,0.45036,0.104449,0.0917872,0.184428,1667,1,0.120234
74800925,Rnh1,0.380666,0.063994,0.0570887,0.107612,1658,1,0.318618
1836,Slc12a8,0.421425,0.0661224,0.0521397,0.154445,979,1,0.0811466
67810538,Hsf1,0.401008,0.0433457,0.0343305,0.100291,1382,0.203178,0.241921
2681,Tle3,0.358284,0.0397719,0.0269713,0.120628,1151,0.149912,0.117587
184,Calm3,0.413391,0.0485395,0.0339809,0.1405,1145,0.0511108,0.421114
72128753,Vstm2b,0.377873,0.0326244,0.0259595,0.074724,1409,0.0537114,0.340232
1597,Slc36a4,0.425787,0.0359599,0.0204401,0.133992,626,0.0924942,0.214735
70743867,Camkv,0.385166,0.0281771,0.0214152,0.070889,1162,0.0437967,0.295636
67936010,Pmm1,0.433934,0.120459,0.114361,0.158977,2467,0.809524,0.137871
72340179,Pcdhb16,0.437487,0.140615,0.134434,0.179663,1881,0.71187,0.350367
72283798,Pirt,0.389133,0.088645,0.084152,0.117025,3217,0.796001,0.0932942
73769324,Timp3,0.36564,0.0649629,0.0569783,0.115398,1658,1,0.525616
75749771,Cd164,0.346598,0.042075,0.036667,0.0762347,977,1,0.242862
1726,Gmfb,0.455431,0.0659,0.047853,0.179895,1990,0.0663534,0.193661
74658089,Kifc5b,0.419712,0.077336,0.0725614,0.107496,1095,1,0.5373
71358638,Mcm6,0.375325,0.0469671,0.0335762,0.131551,1409,0.361486,0.368067
73907497,Chrm1,0.359973,0.0583078,0.0515877,0.100755,1102,1,0.329167
74819327,Ppp2r5b,0.344821,0.0197112,0.0129521,0.0624056,626,0.0484115,0.206368
73520818,B230373P09Rik,0.364711,0.0721104,0.0661405,0.10982,1340,1,0.0137215
72007935,Sulf2,0.369463,0.0713004,0.065423,0.108425,1857,0.527899,0.399899
67850949,Tgif1,0.456504,0.173351,0.171653,0.184079,2811,1,0.384338
73931625,Chst11,0.411778,0.107578,0.0967362,0.17606,2751,0.823628,0.35862
73636164,Bnc2,0.400418,0.0459982,0.0391875,0.089018,1409,1,0.314464
71924204,Pde10a,0.410385,0.03704,0.022887,0.126438,1157,0.0686275,0.35566
73520975,Vcan,0.407435,0.104068,0.0915848,0.182917,1323,1,0.205057
73521810,Tmsb10,0.385173,0.0754618,0.0701512,0.109006,1102,1,0.258332
1257,Pde1b,0.414358,0.0530663,0.0415241,0.125973,2126,0.0375184,0.0879785
1705,Eps8,0.438673,0.102241,0.0848512,0.212086,2110,0.99723,0.0626761
356490,Sub1,0.503144,0.223542,0.2198,0.247182,5138,1,0.300503
73592526,Crym,0.39664,0.0560524,0.0472458,0.111679,1145,0.522907,0.222221
73992947,Eif5a2,0.348794,0.0482377,0.044063,0.0746078,1236,0.955916,0.110752
75144618,Tspan2,0.360707,0.051065,0.0461972,0.0818129,1366,1,0.165489
71670742,Slc10a4,0.382085,0.0418844,0.0372926,0.070889,1361,1,0.0641563
77371807,Ampd3,0.38725,0.118061,0.113313,0.148053,1981,1,0.0870453
77869074,Cck,0.435014,0.170127,0.159988,0.234166,3540,0.434177,0.174883
71587832,Car10,0.417879,0.0489207,0.033613,0.145613,1658,0.112898,0.228433
75551468,Gabrb3,0.37899,0.0687114,0.0630312,0.10459,1658,1,0.128504
70231999,Mterf2,0.397688,0.0729205,0.069029,0.0975015,1899,0.647112,0.463465
71670483,Large,0.439614,0.129386,0.125087,0.156537,3840,0.730994,0.198403
74750010,Ube4b,0.387495,0.0666783,0.0605107,0.105636,1890,0.998528,0.273971
73636089,Rasd2,0.422065,0.146985,0.147404,0.144335,5481,1,0.218029
1760,Kcnip1,0.456065,0.102511,0.0888803,0.188611,1366,1,0.369149
2401,Mapre1,0.410918,0.0601979,0.0448725,0.157002,1235,0.0780939,0.231759
248335,Paqr4,0.405791,0.133738,0.128969,0.163858,1890,1,0.345941
75988526,Tmod1,0.40451,0.148144,0.139695,0.201511,5235,1,0.260492
77280313,Bend6,0.407404,0.110532,0.106101,0.138524,1375,1,0.265356
70616004,Abcd2,0.3738,0.0383583,0.0308717,0.0856479,1658,0.0498643,0.264908
73718054,Dnajc12,0.407058,0.154799,0.153163,0.165137,5193,0.896552,0.243918
75084112,Ppp3r2,0.352353,0.0531139,0.046142,0.0971528,1658,1,0.093954
1466,Zfp788,0.453824,0.104147,0.0841888,0.230215,1462,0.32352,0.0801528
71247597,Bai3,0.359351,0.0698073,0.0620562,0.118768,2698,0.722698,0.160347
75651180,Spp1,0.334785,0.0960943,0.0941053,0.108658,1436,0.939138,0.195037
79591401,Met,0.376957,0.0898998,0.0861758,0.113422,1658,0.414981,0.135575
70928395,Rps12,0.398981,0.0884862,0.0873533,0.0956421,3825,0.718624,0.251096
1647,Sppl2a,0.37808,0.0333074,0.0183979,0.127484,882,0.0427096,0.103628
70634299,Hkdc1,0.402376,0.0666783,0.0576407,0.123765,1220,0.995074,0.532812
77340502,Uqcrh,0.437411,0.145523,0.144258,0.153515,1409,1,0.121069
73636036,Sox14,0.383082,0.0676472,0.0592781,0.120511,1658,1,0.273954
74881285,Cdh11,0.379153,0.0752394,0.0740884,0.0825102,2076,0.983667,0.231551
44,Thap1,0.449663,0.0624692,0.0448357,0.173852,1670,0.11389,0.382013
71717618,Tdo2,0.359665,0.0162804,0.0115171,0.0463684,626,0.0347568,0.154726
73931412,Npr3,0.404222,0.095999,0.0917504,0.122836,2503,0.656094,0.122567
73732149,Cd8b1,0.427733,0.146524,0.14148,0.178385,2780,1,0.342714
1177,Col6a2,0.424526,0.0365476,0.0226662,0.12423,1145,0.0619411,0.191229
73512352,Aldoc,0.354688,0.0266205,0.0211024,0.0614759,1145,0.0450387,0.286982
61411,Tnnt3,0.629439,0.394574,0.38849,0.433004,4880,0.711969,0.181346
74640884,Mm.26272,0.40392,0.0992074,0.094878,0.126554,2659,0.841567,0.263122
71015809,Gpr18,0.409431,0.0420274,0.0345881,0.089018,965,1,0.122235
1770,Mlc1,0.440355,0.0540034,0.0389116,0.149332,1662,0.0498643,0.310549
74988669,Cacna1e,0.376699,0.0726505,0.0659749,0.114817,1666,0.418304,0.186848
73930854,Mlec,0.426666,0.118553,0.112485,0.156886,1400,1,0.43533
71015205,Iyd,0.378061,0.0820216,0.0710895,0.151075,2979,0.589494,0.224151
75043139,Tead1,0.349755,0.0214902,0.0162454,0.0546194,882,0.0427096,0.287754
2325,Irx1,0.422442,0.0671866,0.0469515,0.195003,1256,0.0632087,0.442962
77340478,Tmem150c,0.332005,0.0487778,0.0449093,0.0732132,848,1,0.117268
74819497,Dbnl,0.415802,0.145762,0.131195,0.237769,3629,0.413684,0.160045
77371771,Apbb3,0.378545,0.109119,0.105162,0.134108,1658,1,0.337273
77332090,Nsun7,0.414628,0.153957,0.149409,0.182684,2740,1,0.0887124
74357574,Mapk11,0.411665,0.0649629,0.0557089,0.123417,2050,0.814005,0.41835
1908,Pcdhb17,0.429365,0.0454582,0.029915,0.143637,1145,0.0858635,0.352676
74047906,Hsdl2,0.398177,0.0995251,0.0969018,0.116095,1168,1,0.244954
74988657,Sel1l3,0.360902,0.0484283,0.0414873,0.0922719,1658,0.973822,0.194012
73636030,Psd3,0.375331,0.0818151,0.0765721,0.114933,1409,0.960743,0.353661
1115,Wnt8a,0.457182,0.0718722,0.0527652,0.192562,1890,0.0560989,0.195759
692,Negr1,0.30405,0.0329738,0.0271553,0.0697269,1476,0.0494507,0.223224
72128919,Lingo2,0.348738,0.058006,0.0552489,0.0754213,2613,0.804553,0.106857
77868713,Hcrtr1,0.427331,0.185486,0.182047,0.207205,3370,0.74413,0.0342375
75774666,Hpd,0.401328,0.145555,0.14446,0.152469,2158,1,0.255219
74047877,Lztr1,0.428806,0.119983,0.116532,0.141778,1370,1,0.299896
72338698,Sim1,0.340566,0.0365158,0.0305221,0.0743754,1658,0.0498643,0.0127072
75041514,Tmc1,0.368427,0.0727616,0.0663981,0.112958,1857,0.70842,0.11307
75147769,Cdk8,0.433733,0.164345,0.16227,0.177455,1944,1,0.126572
74641309,Hmx3,0.441585,0.161359,0.156621,0.191284,1693,1,0.0540678
73521807,Slc8a1,0.379141,0.0756206,0.0667292,0.131784,1397,0.918104,0.305553
79591687,Auts2,0.414509,0.156467,0.154763,0.167228,2644,0.567624,0.323418
74988667,Adcyap1r1,0.354807,0.0486666,0.0422784,0.089018,1658,0.965625,0.160446
74819238,Eef1g,0.396822,0.12146,0.118188,0.142127,1409,1,0.438099
74988765,Hs3st2,0.339273,0.0986674,0.100894,0.084602,1361,1,0.233102
356489,Pigq,0.41614,0.0798456,0.0694337,0.145613,2931,1,0.271978
79556704,Plp1,0.363048,0.0651694,0.0608235,0.0926206,997,1,0.210142
77280580,Cldn11,0.399075,0.0432186,0.03514,0.0942475,1890,0.0483564,0.168701
76115722,Cebpd,0.361692,0.0428215,0.0377893,0.0746078,882,1,0.368187
71249745,Dsel,0.406738,0.044394,0.0311477,0.128065,1658,0.0498643,0.123085
73769327,Neurl1a,0.430526,0.118903,0.107665,0.18989,3326,1,0.364672
74641312,Ak4,0.299938,0.0576089,0.0519557,0.0933178,1658,1,0.317934
75551465,Chrna1,0.449544,0.194174,0.191412,0.211621,2754,1,0.549254
322962,Iffo2,0.471806,0.149971,0.134912,0.24509,2726,0.985507,0.458704
881,Rad23b,0.401661,0.0554647,0.0357471,0.180012,1178,0.0762136,0.348245
76085743,Tpbg,0.470463,0.227831,0.224252,0.250436,1854,1,0.361568
73520973,Cdh7,0.396269,0.0947918,0.0922287,0.110982,2733,0.999093,0.0776359
356093,Akr1e1,0.435372,0.0791944,0.065147,0.167926,2716,0.995313,0.306785
74658238,Micu1,0.374559,0.0398513,0.0336682,0.0789076,882,1,0.144321
75080180,Ccdc171,0.397782,0.0594673,0.0539611,0.0942475,1754,1,0.159004
73512186,Ppp1r14b,0.430708,0.124065,0.12207,0.136665,1340,1,0.125932
74988700,Gpr125,0.375319,0.0702521,0.0664716,0.0941313,1361,1,0.159937
1868,Tbl2,0.541682,0.222907,0.208651,0.312958,1002,0.513316,0.212015
75077213,Parva,0.380666,0.0597214,0.0529308,0.102615,1658,1,0.394351
539,Grm3,0.409123,0.0542893,0.0390036,0.150843,1369,0.164815,0.266
73817430,Capn2,0.382831,0.0751441,0.0699305,0.108077,1409,0.756857,0.203044
1555,Nfib,0.438604,0.0441716,0.0291791,0.138873,1145,0.0488329,0.16442
75650863,Tmem176a,0.363669,0.0739688,0.0662693,0.122603,1658,0.440399,0.525911
74819554,Kcna6,0.587908,0.393605,0.397671,0.367926,10394,1,0.356957
74272930,Papl,0.40468,0.125526,0.118942,0.167112,1890,0.561088,0.0728798
72472783,Daf2,0.382963,0.0529551,0.0472826,0.0887856,1329,1,0.288265
67870479,Prkcsh,0.418977,0.0833082,0.0784487,0.114003,1276,0.950959,0.182233
321196,Eif3j1,0.493297,0.188901,0.177577,0.26043,3554,1,0.361177
1440,Vil1,0.466697,0.112708,0.097049,0.211621,1400,0.576106,0.155583
1758,Kcne2,0.364084,0.0514144,0.0374765,0.139454,1508,0.111334,0.111247
1391,Syncrip,0.429026,0.0325768,0.017202,0.129692,818,0.068932,0.17501
74881537,Arhgef5,0.419781,0.111898,0.108621,0.132597,1658,1,0.0642613
80517329,Hcrtr2,0.509559,0.253133,0.244619,0.306915,2696,0.831136,0.016595
74511790,Mc3r,0.372136,0.0316396,0.0239541,0.0801859,1145,0.0601251,0.109034
75080750,Gpx3,0.412356,0.0588002,0.0515141,0.104823,1664,0.396108,0.180894
71016573,Lifr,0.369117,0.031862,0.0258307,0.0699593,1404,0.0530852,0.134683
71250310,Amigo2,0.40601,0.0545911,0.0478346,0.097269,1409,1,0.135391
1553,Frat2,0.385085,0.105037,0.0993855,0.140732,1498,0.997057,0.148286
73931411,Lats2,0.392585,0.0646452,0.056224,0.117838,1890,1,0.160361
77414164,Sc5d,0.430043,0.173113,0.166409,0.215456,4181,0.811166,0.117669
67870083,Rnaseh2c,0.486838,0.196652,0.195533,0.203719,5469,1,0.477424
73997152,Spata13,0.335921,0.0244127,0.0198881,0.0529924,573,1,0.334556
75988611,LOC434300,0.496818,0.269747,0.267414,0.284486,2328,1,0.295244
76135748,P2ry14,0.450435,0.191172,0.188155,0.210227,2563,0.96875,0.185502
73992926,Nt5dc3,0.397242,0.07462,0.0698201,0.104939,1400,1,0.280147
72340122,Spock1,0.358761,0.064407,0.0608971,0.0865776,1215,1,0.251456
74988325,Rtl1,0.414716,0.0654235,0.0548626,0.132132,1145,1,0.361625
71836747,Tbc1d8,0.408483,0.050239,0.0397395,0.11656,2110,0.0423977,0.406569
73907500,Rxfp2,0.357148,0.0653918,0.0577326,0.113771,1779,1,0.250428
1413,Arhgap17,0.490661,0.119729,0.0958163,0.270773,1890,1,0.0593105
1203,Fjx1,0.465153,0.0579742,0.0385804,0.180476,1920,0.0768389,0.321135
74800893,Psme2,0.405376,0.115933,0.113166,0.133411,2403,1,0.218157
72128773,Tmem229b,0.377013,0.0721581,0.0685138,0.0951772,1658,0.9984,0.334233
75084477,Nrk,0.361812,0.057053,0.0506862,0.097269,1686,0.600936,0.115158
1122,Yars,0.410467,0.0545117,0.0412113,0.138524,1890,0.0946823,0.18497
73592534,Fxyd6,0.396043,0.0415826,0.034772,0.084602,1890,0.0483564,0.197362
71670686,Inpp5j,0.401636,0.0661065,0.0619642,0.0922719,1135,1,0.374985
70928340,Cplx3,0.379599,0.0716339,0.0590389,0.151191,882,1,0.216327
75774687,Rps15,0.367837,0.0966979,0.0937006,0.11563,1409,0.928088,0.189722
72283806,Chd5,0.357242,0.0187741,0.013964,0.0491575,754,0.0396753,0.313089
73520995,Klhl1,0.404008,0.1139,0.105383,0.167693,2042,0.782067,0.106593
75042268,Nop10,0.381589,0.0582919,0.0502631,0.109006,1658,0.869811,0.242102
76115729,Hadhb,0.374754,0.0440128,0.0361335,0.0937827,1800,0.0608477,0.348232
2119,Crat,0.424325,0.0892803,0.0726533,0.194306,1658,0.971602,0.272439
2493,Pomc,0.471179,0.116091,0.100269,0.216037,2110,1,0.265047
74724750,Hrh2,0.477373,0.211519,0.20935,0.225218,2115,1,0.112718
74583174,Arhgap33,0.408891,0.0800044,0.0759466,0.105636,1190,1,0.402933
2615,Slc35c2,0.459147,0.126765,0.113846,0.208367,1175,0.854741,0.450342
74881365,D11Ertd759e,0.388097,0.0474277,0.041984,0.0818129,1409,0.37544,0.0605526
112647536,Dkk4,0.42799,0.1933,0.192074,0.201046,2832,1,0.25822
74272476,Chl1,0.359188,0.0785749,0.0736652,0.109587,1890,0.416336,0.222523
655115,Pcp2,0.401956,0.0862307,0.0790374,0.131668,2470,0.379538,0.115204
74658140,Sdhb,0.38833,0.067679,0.0605107,0.112958,2087,0.675819,0.20059
79556609,Syt10,0.340378,0.0540828,0.0493432,0.0840209,1250,1,0.0964004
2069,Btd,0.416586,0.063454,0.0512934,0.140267,1083,1,0.388704
74274689,Bhlhb9,0.463948,0.127655,0.114417,0.211273,2668,0.911164,0.24195
74988269,Asxl3,0.465461,0.174383,0.171009,0.1957,5479,0.80156,0.333285
74750014,Chd3os,0.380603,0.0314014,0.0236045,0.0806508,1150,0.0454881,0.187107
73925714,Zmym2,0.392246,0.0660906,0.0593517,0.108658,1145,1,0.215725
74881161,Wfs1,0.406531,0.0408361,0.0339993,0.0840209,1145,1,0.357719
67870433,Trem2,0.422699,0.0908687,0.0797365,0.161185,1658,0.942197,0.187666
73718576,Btg1,0.316251,0.0383583,0.0320308,0.0783266,1202,0.477504,0.16521
73931623,Arhgef26,0.355579,0.078289,0.0723774,0.11563,1822,0.708331,0.0614073
74047441,Egflam,0.399,0.0481742,0.0419472,0.0875073,1145,0.670101,0.0691885
963,Serpini1,0.475246,0.0700932,0.0539427,0.172109,1489,0.433881,0.138147
73817436,Ptprv,0.335946,0.0185518,0.0119954,0.0599651,626,0.0363036,0.31627
71717142,Sgcd,0.333781,0.0312426,0.0259227,0.064846,1409,0.0537114,0.435097
71836834,Trp53bp1,0.3502,0.0550358,0.0497847,0.0882045,1409,1,0.245873
73512194,Gng12,0.385028,0.0566083,0.0517349,0.0873911,1145,0.989873,0.132667
71249748,9630033F20Rik,0.400977,0.0549882,0.0489752,0.0929692,1409,1,0.269744
74881353,Abcb10,0.35578,0.0772725,0.0745299,0.0945962,1409,0.972182,0.0915634
74511838,Ntn1,0.408389,0.111056,0.10818,0.129227,3099,0.997057,0.0777704
705,Ngfr,0.417647,0.0639464,0.0480185,0.164555,1662,0.0594995,0.149672
72128788,Apbb2,0.384501,0.0401055,0.0365199,0.0627542,1357,0.996221,0.160501
71924412,Greb1,0.416567,0.101923,0.0973617,0.130738,1409,0.777281,0.0993384
112646460,Cd97,0.37845,0.11004,0.107002,0.129227,1769,1,0.291382
64,Actr10,0.514015,0.142617,0.115189,0.315863,3696,0.247993,0.104199
74819687,Nubp1,0.369965,0.0314332,0.0243956,0.0758861,882,0.799205,0.191328
74047901,Fam213b,0.375168,0.0387871,0.0325459,0.0782103,1769,0.0503724,0.195437
74511935,Bves,0.3783,0.0278118,0.0213416,0.068681,1145,0.0450387,0.0300608
72340123,Elavl2,0.336323,0.037723,0.0331346,0.0667054,915,1,0.278991
1920,Slc27a4,0.445307,0.059102,0.0431431,0.159907,1325,0.399031,0.312837
219,Cd1d1,0.40859,0.0475865,0.0309453,0.152702,882,0.0527778,0.290467
2470,Pcsk1,0.426949,0.127861,0.110829,0.235445,2575,0.995859,0.138902
1235,Nbr1,0.370643,0.0270811,0.0163189,0.095061,626,0.0816662,0.330922
79556712,Ngb,0.34661,0.0521927,0.0453325,0.0955259,1409,0.458501,0.151508
147,Pofut2,0.446493,0.0670436,0.047669,0.189425,1462,0.0558054,0.201721
2099,Cmtm3,0.388229,0.0678378,0.0531148,0.160837,1542,0.0927463,0.302539
71015818,Trib1,0.350633,0.036627,0.0305037,0.0753051,1658,0.0498643,0.176065
74641162,Osbpl8,0.420798,0.0706333,0.0629209,0.119349,1409,1,0.198519
1069,Slc36a2,0.510475,0.2494,0.227104,0.390238,9946,0.104673,0.0716758
75988482,Ica1,0.353464,0.0293048,0.0234573,0.0662406,640,1,0.199228
2185,Elk1,0.422517,0.0634222,0.0448725,0.180593,1166,0.578524,0.154462
75774110,Sh3bp4,0.356878,0.0375165,0.0327299,0.0677513,630,0.596591,0.381084
71717155,Olfm2,0.362012,0.038263,0.031258,0.0825102,1658,0.0577558,0.308931
75084520,Pcp4l1,0.340465,0.0523198,0.0469331,0.0863451,966,1,0.205543
1086,Ubash3a,0.433627,0.0680125,0.0514774,0.172458,1890,0.0623717,0.375509
1699,Dner,0.388832,0.0662495,0.0571439,0.123765,991,0.778274,0.0809373
72128774,Fam131b,0.438874,0.116981,0.113202,0.140848,1658,1,0.299943
77414125,Arf1,0.388104,0.103591,0.100618,0.122371,1658,0.872642,0.186956
2487,Plk1,0.373115,0.114789,0.102863,0.190122,1680,0.415235,0.161248
74047442,Chml,0.389246,0.0648358,0.0583582,0.105752,1669,0.523212,0.117108
73992933,Cox4i1,0.377201,0.0512715,0.0388012,0.130041,1409,0.256572,0.329802
74658247,Neil3,0.37781,0.0487619,0.0420208,0.0913422,1409,1,0.0670886
67936006,Gng2,0.426283,0.0824187,0.0740148,0.135503,1409,1,0.328269
74511806,Gchfr,0.371094,0.0570848,0.0513302,0.093434,1490,0.947761,0.223743
79488929,Acvrl1,0.417371,0.146206,0.140744,0.180709,1361,1,0.154035
2265,Gnat1,0.331496,0.0347687,0.0212864,0.11993,882,0.0784873,0.248522
74819691,Sart3,0.438629,0.086326,0.0783751,0.136549,3093,0.517873,0.415779
71358557,Nrsn1,0.358523,0.0324815,0.0236965,0.0879721,1145,0.0967912,0.162971
2643,Aurka,0.463678,0.0775902,0.0547338,0.221964,1518,0.106496,0.143695
74988591,Gramd3,0.396068,0.0379771,0.0305773,0.0847182,1658,0.0498643,0.1874
72129242,Tspan32,0.382279,0.0664242,0.0622401,0.092853,1272,1,0.0570701
74882686,Pfdn4,0.321724,0.0390254,0.033613,0.0732132,1564,0.292754,0.206852
73931422,LOC380720,0.477668,0.246668,0.242153,0.275189,6321,0.968804,0.273566
739,Nrip1,0.494558,0.190632,0.175001,0.289367,2263,0.949378,0.274356
79591705,App,0.35669,0.053654,0.051183,0.0692621,1250,1,0.222989
70928270,Gap43,0.385486,0.0276847,0.021452,0.067054,1145,0.0450387,0.342135
74363339,6820408C15Rik,0.365904,0.0361982,0.0300622,0.0749564,1145,1,0.149397
73925725,Prex1,0.343547,0.0630251,0.0592597,0.08681,1145,0.617614,0.232665
73771236,Necab3,0.409456,0.127019,0.122089,0.158164,1913,0.954688,0.760481
74357564,Pon3,0.389202,0.0521927,0.0464915,0.0882045,1361,1,0.116798
75079787,Ifi205,0.4065,0.126686,0.124867,0.138175,5134,0.670833,0.158329
76135819,Aco1,0.465674,0.18466,0.182838,0.196165,2565,1,0.401217
71016596,Fstl1,0.39347,0.0464747,0.0403098,0.0854155,1200,0.419674,0.19509
71924363,Decr2,0.42007,0.0642005,0.0570519,0.109355,1145,1,0.201182
75774679,Nup93,0.376568,0.0757636,0.0716967,0.101453,1662,0.99853,0.320063
71670716,Gnal,0.412833,0.0869296,0.080638,0.126671,3211,0.679511,0.403909
74581376,Sema3d,0.333179,0.070125,0.0661589,0.0951772,1658,0.38792,0.0608264
2403,Mcm5,0.380697,0.0535269,0.0387092,0.147124,1662,0.0575746,0.329188
75042260,Tk2,0.404002,0.0351181,0.0262722,0.0909936,1409,0.0537114,0.321917
77869800,Grin3b,0.349504,0.14438,0.142786,0.154445,1658,1,0.0730798
73616037,Lmo3,0.372632,0.0269858,0.0212128,0.0634515,1145,0.0450387,0.243813
79556626,Runx2,0.363293,0.0560682,0.0516797,0.0837885,1658,0.806036,0.113172
1164,C130060K24Rik,0.494345,0.0813069,0.0606027,0.212086,1409,1,0.0822526
71015805,Eml3,0.455657,0.122921,0.118648,0.149913,1511,0.539127,0.199272
74724639,Celsr3,0.430382,0.0650423,0.0569047,0.116444,1145,1,0.413474
1998,Rfx7,0.431141,0.0636128,0.0423152,0.198141,1145,0.112767,0.252737
522,Grb10,0.437286,0.0653123,0.0480921,0.174085,1546,0.142591,0.0856758
2195,Erf,0.429145,0.107244,0.0914192,0.207205,3054,0.188635,0.231931
2691,Traf2,0.417352,0.0738258,0.0571071,0.179431,1671,0.283816,0.192805
73788010,Necab2,0.400813,0.0482377,0.0390588,0.106217,2121,0.040966,0.277089
72283793,Kcnmb4,0.39229,0.0614686,0.04938,0.137827,1409,0.476168,0.196898
74819694,Fxyd5,0.44945,0.156022,0.151636,0.18373,4349,1,0.166242
2545,Satb1,0.344614,0.0369606,0.0297862,0.0822777,1585,0.0506007,0.221048
72472797,Erbb4,0.335607,0.0431074,0.0386724,0.0711214,1145,1,0.220797
1476,Cdkn2b,0.402797,0.0362458,0.021452,0.129692,800,0.122283,0.19288
74273122,Col16a1,0.474216,0.234899,0.232145,0.252295,2701,1,0.321979
1587,Rwdd2b,0.465888,0.0947283,0.074162,0.224637,2716,0.101707,0.339469
199390,Arf1,0.503358,0.224098,0.219524,0.252992,3105,1,0.311988
74047888,Tango2,0.417584,0.100955,0.0975273,0.122603,1890,1,0.208152
1948,Grina,0.420252,0.0567353,0.0409537,0.156421,1640,0.190852,0.159024
74988616,Klk6,0.439583,0.166156,0.164735,0.175131,2383,0.988402,0.28672
71836831,Zfand2b,0.331785,0.042488,0.036943,0.0775131,1075,0.782331,0.360702
592,Igsf5,0.442746,0.10213,0.0815579,0.232074,2217,0.438274,0.0220325
79591403,Tmem200a,0.348066,0.0569895,0.050999,0.0948286,1605,0.43365,0.0948217
75042254,Glg1,0.342807,0.0402961,0.0344593,0.0771644,1873,0.0478329,0.197692
1403,Plxna3,0.36891,0.0754777,0.0628289,0.155375,1265,0.544401,0.0991253
2199,Ets1,0.45818,0.121619,0.108897,0.201976,1651,0.965245,0.598179
73930807,D830030K20Rik,0.39991,0.0564018,0.0510726,0.0900639,1409,1,0.206008
74658245,P4hb,0.410749,0.0734764,0.068661,0.103893,1421,1,0.228719
60,Acta1,0.386114,0.0362935,0.0235861,0.11656,870,0.0511108,0.155814
71924155,Thsd7a,0.406211,0.0508744,0.0369062,0.139105,1409,0.231383,0.237832
2419,Gm953,0.50182,0.0967137,0.0690106,0.271702,1724,0.0772611,0.191519
2053,Axin1,0.362314,0.0416938,0.0243588,0.151191,774,0.138167,0.287021
83161,Rtn3,0.468022,0.137073,0.12632,0.204997,2110,0.999154,0.234596
73930809,Sytl5,0.406814,0.06536,0.0568495,0.119117,1146,1,0.0600931
227165,Cnppd1,0.505065,0.156673,0.139493,0.265195,1718,1,0.214629
293665,Fndc4,0.475974,0.127083,0.108952,0.241604,2841,0.982034,0.355348
75146000,Susd2,0.39824,0.175622,0.172904,0.192795,1145,1,0.688488
1528,Rara,0.606555,0.3224,0.317014,0.356421,3903,1,0.180548
79591577,Ltn1,0.345185,0.0410585,0.034772,0.080767,1890,0.0483564,0.339984
1305,Trpc4,0.453793,0.0465859,0.0296574,0.153515,1319,0.239031,0.129405
73929607,Slc35d3,0.388901,0.0559888,0.0502447,0.0922719,1658,0.661818,0.631535
2157,Donson,0.402081,0.0552105,0.0384332,0.161185,1145,0.0543993,0.296625
75651233,Vamp1,0.326438,0.0551311,0.0477978,0.101453,1890,0.782177,0.240746
72472784,Dapk1,0.393865,0.0814181,0.0769585,0.109587,1220,0.925695,0.30297
71064289,Bcl2l12,0.400606,0.0510491,0.0444494,0.0927368,1183,1,0.359573
79591595,L1cam,0.378394,0.0925364,0.0887883,0.116212,1681,0.883255,0.395342
2012,Abhd8,0.441165,0.0695373,0.054329,0.165601,1542,0.0927463,0.371073
75042236,A230097P14Rik*,0.40515,0.0753347,0.0703536,0.106798,1429,0.998354,0.16703
72472803,Galnt13,0.406268,0.157611,0.150881,0.200116,3617,0.90287,0.331731
75081000,Grin2a,0.332808,0.0754936,0.0711815,0.102731,1409,1,0.250654
71836810,Acsl6,0.352228,0.0321161,0.0257571,0.0722836,1145,0.97992,0.090339
2605,Slc35a1,0.446004,0.0512556,0.0349008,0.154561,1409,0.0694144,0.416452
73521821,Sgsm1,0.381589,0.0629298,0.0493432,0.148751,1409,0.6317,0.595152
71670724,Ttc6,0.389811,0.0955225,0.0920815,0.117257,2420,0.936582,0.144822
73521817,Prkg1,0.396395,0.133166,0.129576,0.15584,1658,1,0.211293
