experiment_id,gene,missing_all,missing_labelled,missing_interior,missing_boundary,largest_connected_gap,slab_score,intensity_score
74658173,Ndufa10,0.395365,0.0571642,0.0513854,0.0936665,1081,1,0.136135
71247618,Grik2,0.38602,0.0789244,0.0687346,0.143289,2383,1,0.317041
74511936,Dmp1,0.393006,0.0396925,0.0344225,0.0729808,1145,0.279532,0.0677991
571,Hnrnpdl,0.436897,0.0456011,0.0315892,0.134108,1100,0.186103,0.167899
2719,Wdr31,0.408264,0.055687,0.040549,0.151307,1605,0.181038,0.229893
79591731,Lhx1,0.472804,0.232802,0.238014,0.199884,2740,1,0.251398
2444,Nudt9,0.35728,0.0268746,0.021084,0.0634515,882,1,0.348216
75079789,Hmgcr,0.454025,0.150511,0.146171,0.17792,1306,1,0.323366
74882764,Ptcd1,0.384124,0.0783208,0.0721382,0.117374,1409,0.976986,0.186349
74581380,Etfa,0.330844,0.0368176,0.0318284,0.0683324,882,0.87772,0.359936
77866850,Hspb8,0.420741,0.142315,0.139272,0.161534,1409,1,0.0655662
75043143,Arl3,0.392152,0.0554647,0.0476322,0.104939,1890,0.783019,0.224247
71064267,Synj2,0.425191,0.0530027,0.0453141,0.101569,1413,1,0.180002
764,Pax6,0.409004,0.0588002,0.0377341,0.191865,1245,0.111303,0.110216
324214,Ccdc136,0.472735,0.177687,0.167734,0.240558,6785,0.651292,0.150789
1960,Tmem218,0.472741,0.109611,0.0940501,0.207902,1009,0.436721,0.317663
77887882,Tdrd3,0.432516,0.134659,0.129834,0.165137,1880,1,0.252968
2717,Dcaf4,0.439752,0.0460617,0.0285904,0.156421,882,0.0518304,0.333828
972,Slc25a3,0.342323,0.0379294,0.0316996,0.0772807,1708,0.0536888,0.0871251
74047400,Zdbf2,0.420465,0.0727458,0.0675387,0.105636,2277,0.852809,0.149586
238,Cdh6,0.441152,0.0510173,0.0404754,0.117606,2120,0.0721187,0.326071
74988756,LOC381742,0.402521,0.0842771,0.0768297,0.131319,1658,0.586044,0.157017
71016692,Rap2a,0.439319,0.0842612,0.0769585,0.130389,2110,0.997776,0.190149
74641159,Gca,0.429083,0.0833082,0.0757994,0.130738,1435,0.759803,0.0851994
71920510,Stk32a,0.353558,0.0188218,0.0128601,0.0564788,626,0.0827618,0.0829709
73635771,Rgs2,0.419084,0.124192,0.112154,0.200232,3191,0.930636,0.157117
74047899,Hspa12a,0.405012,0.0459188,0.0371822,0.101104,1890,0.0873959,0.265251
70744324,Atp11b,0.392095,0.0277959,0.021268,0.0690296,1145,0.0450387,0.199446
74881937,Arap2,0.361027,0.0524309,0.0464547,0.0901801,1658,0.700761,0.200077
75077243,Gprin1,0.354751,0.0325609,0.026217,0.0726322,1425,0.0534292,0.321009
1233,N6amt1,0.452826,0.0456805,0.0287191,0.152818,1265,0.140744,0.288143
74819671,Prcp,0.359081,0.0473959,0.0427015,0.0770482,1409,0.534149,0.123715
74958587,Sned1,0.389798,0.119999,0.118483,0.129576,5030,0.673732,0.485585
74357578,Igsf21,0.359339,0.0319891,0.0259227,0.070308,1409,0.0537114,0.362641
247974,Zscan22,0.444171,0.137391,0.125014,0.215572,2004,0.664016,0.172058
72283811,Fst,0.308292,0.0312108,0.0259227,0.0646136,1409,0.0537114,0.131356
79556634,Ctgf,0.431028,0.115599,0.103175,0.194073,1617,0.969409,0.210826
74819253,LOC434368,0.398535,0.130307,0.126706,0.153051,1409,1,0.407933
2613,Slc35b2,0.429942,0.0487619,0.0330059,0.148286,1038,0.059408,0.238451
72008123,Cgnl1,0.416887,0.0795279,0.0727637,0.122255,2318,0.858201,0.143928
675,ND3,0.407322,0.0327038,0.0188395,0.120279,626,0.0586534,0.106271
1276,Rnf11,0.451282,0.0395178,0.0237701,0.138989,1145,0.0882957,0.119027
74272038,Draxin,0.404498,0.156229,0.153218,0.175247,1658,0.444776,0.375795
73635775,Kcnq4,0.468266,0.242142,0.244251,0.22882,7691,1,0.059682
2563,Sfrp1,0.349629,0.0564653,0.0426464,0.143754,1409,0.0543993,0.362614
1766,Ldlr,0.374729,0.0491907,0.0373846,0.123765,1164,0.696314,0.0710386
74641315,Atp6v1a,0.320462,0.0360076,0.0305037,0.0707728,1658,0.0498643,0.117596
79568020,Zbtb20,0.345625,0.0818787,0.0692129,0.161883,1409,0.678624,0.140284
72079959,Efnb2,0.392905,0.0277959,0.0212128,0.0693783,1145,0.0450387,0.454871
70805896,Lrrtm1,0.422762,0.0923935,0.088034,0.11993,3331,0.782417,0.168766
75084134,Serpina1e,0.382825,0.0591973,0.0545682,0.088437,1658,1,0.107902
71836891,Asb11,0.34838,0.0425356,0.0366118,0.0799535,1658,0.1304,0.194195
73521804,Pvrl3,0.387959,0.0935053,0.0875741,0.13097,1462,0.467023,0.294543
71670708,Unc5c,0.379474,0.0679807,0.0597748,0.119814,2078,0.490322,0.239216
73931633,Dusp5,0.39507,0.123509,0.109541,0.211737,1658,0.638248,0.356393
70612725,Tspan15,0.376787,0.0588796,0.051183,0.107496,2110,0.269293,0.456301
72340129,Cmklr1,0.375118,0.0603885,0.0551017,0.0937827,1340,1,0.087288
1049,Tff1,0.379662,0.0354516,0.0246348,0.103777,1173,0.11028,0.15139
655120,Arf3,0.391167,0.0590067,0.0487545,0.123765,1145,0.621724,0.216166
77332102,B4gat1,0.495042,0.241109,0.243349,0.226961,5395,1,0.16824
75081393,Col6a3,0.408923,0.141028,0.13631,0.170831,5517,0.487821,0.237309
75080643,Dscaml1,0.36554,0.0828317,0.0732789,0.143173,2565,1,0.251141
2075,Sdccag3,0.433256,0.0448228,0.0298046,0.139686,1145,0.0847799,0.354087
67855413,Gosr2,0.433256,0.119618,0.108253,0.1914,1615,0.87702,0.278584
616,Kitl,0.519507,0.251179,0.24013,0.320976,6942,0.452124,0.217307
77869842,Tgfb2,0.46221,0.271621,0.273945,0.256944,4572,1,0.0776046
1494,Etv3,0.593349,0.266316,0.244159,0.406275,4272,0.57349,0.458612
1643,1700086L19Rik,0.470545,0.111692,0.096589,0.207089,1157,0.936202,0.105424
293038,Ola1,0.438773,0.0840071,0.0741988,0.145962,1890,1,0.232536
321208,Fbln2,0.437976,0.12146,0.112614,0.177339,2383,0.497252,0.282385
74882784,Ptprr,0.361234,0.0715863,0.06695,0.100872,1316,1,0.166874
77332748,Svil,0.416919,0.136676,0.129117,0.184428,3398,0.995074,0.0817323
74743282,Psmd11,0.367121,0.0239997,0.0172388,0.0667054,882,0.063646,0.286065
74583119,Prkar2b,0.397575,0.0291142,0.0215072,0.0771644,1145,0.0444395,0.328173
67850952,Kcnk1,0.432415,0.0974603,0.0944365,0.11656,4120,0.807198,0.258959
74511791,Col15a1,0.404975,0.0903445,0.0849983,0.124114,2344,0.974409,0.146572
72129249,Ccdc109b,0.367172,0.0443463,0.036575,0.093434,1658,1,0.0728608
1878,Fam60a,0.447962,0.185343,0.155904,0.371296,6913,0.248608,0.140445
74988735,Sf3b2,0.353069,0.0494131,0.0424072,0.0936665,1658,1,0.249075
74581370,Ubash3b,0.358309,0.0444257,0.031902,0.123533,1323,0.0531469,0.345957
73817421,Matn2,0.447479,0.107038,0.0996799,0.153515,3749,0.864744,0.147498
789,Pelo,0.456718,0.0629775,0.0443206,0.180825,1924,0.047694,0.142816
70613967,Enpp2,0.387878,0.0244127,0.0169077,0.0718187,882,0.0438596,0.126623
71670719,Rasal2,0.358736,0.0492066,0.0429775,0.0885532,1409,0.978131,0.28348
71670733,Tas2r144,0.353627,0.0678854,0.0621481,0.104126,2110,1,0.128543
74272040,Hist1h1b,0.42521,0.12416,0.121077,0.143637,1658,1,0.407279
73732150,Fam81a,0.369149,0.0612144,0.0498951,0.132714,1409,0.754301,0.159741
77280557,Gm13889,0.362031,0.0515415,0.0449829,0.0929692,1409,1,0.0579899
70744516,Stk32c,0.408075,0.0342604,0.0263274,0.0843696,1409,0.0537114,0.183593
73769289,Enpep,0.392685,0.0848489,0.0777128,0.129924,1309,0.96173,0.0819596
71670696,Slc2a6,0.390351,0.0765736,0.0695441,0.120976,1890,1,0.349911
75145997,Isyna1,0.373323,0.0647882,0.0601428,0.0941313,1340,1,0.20887
77869146,Pdxdc1,0.362276,0.0848012,0.0743276,0.150959,1224,0.684993,0.204307
393,Entpd1,0.477832,0.108849,0.0919895,0.21534,3060,0.188635,0.264501
74958566,Mon1b,0.424833,0.170412,0.16674,0.193608,1361,1,0.461866
73718056,Dnttip1,0.319653,0.0407726,0.034772,0.0786752,1890,0.0483564,0.232329
71670479,Grid2ip,0.424137,0.0825458,0.0768665,0.11842,1686,1,0.105474
73817985,Ssx2ip,0.406418,0.04657,0.0402178,0.0866938,1409,1,0.186619
71924089,Asic4,0.388348,0.0739688,0.0678515,0.112609,1658,1,0.43442
80517357,Cks2,0.349736,0.0937435,0.0836369,0.157583,1657,0.640211,0.0244303
73994671,Ids,0.383415,0.0675678,0.052526,0.16258,2110,0.922293,0.243312
77869780,Cdh15,0.430727,0.224797,0.220536,0.251714,2754,1,0.309584
73992943,Ablim3,0.369833,0.0358487,0.0292895,0.0772807,1409,0.408759,0.447987
1862,Synpr,0.536366,0.218301,0.207363,0.287391,2330,0.684282,0.163839
73929868,Snx25,0.40586,0.139805,0.136421,0.161185,3924,1,0.21927
73521828,4833414E09Rik,0.325214,0.0345145,0.0296574,0.0651947,957,1,0.228953
635,Lhx6,0.407805,0.033768,0.0198145,0.121906,626,0.0511108,0.131858
74749944,Prss39,0.388116,0.0787655,0.0732421,0.113655,1272,1,0.267538
77371813,Whrn,0.440349,0.143093,0.135059,0.193841,1890,1,0.277808
112648612,Ap2b1,0.321699,0.0679966,0.065423,0.0842533,1250,1,0.191702
772,Pcp4,0.479024,0.102066,0.0803437,0.239279,2716,0.0927463,0.189314
75084453,Neto2,0.329093,0.0407884,0.0351216,0.0765834,1890,0.0515351,0.222682
654924,Rap1gds1,0.388625,0.0604044,0.0542738,0.0991284,1787,0.436702,0.255426
2101,Cmtm4,0.365364,0.0491907,0.0358023,0.133759,1633,0.118562,0.101968
73992931,Cntnap1,0.38489,0.062914,0.0582478,0.0923881,1533,0.820896,0.325061
110,Arf3,0.390282,0.041392,0.0286088,0.122138,1145,0.0511108,0.16757
77332746,Sdk2,0.382888,0.0778761,0.0676491,0.142475,1409,0.769634,0.123618
73997153,Tspan12,0.377697,0.0689655,0.0674467,0.078559,2741,0.99635,0.0896492
74272920,Igfbp3,0.353326,0.0711574,0.0662509,0.10215,1890,0.8089,0.0746179
73636009,Kctd16,0.367492,0.0425992,0.0368142,0.07914,1083,0.344766,0.171733
72472785,Dcc,0.394644,0.073254,0.0681643,0.105404,1176,0.994924,0.34426
74272042,Cdhr3,0.397274,0.0771931,0.0705928,0.118884,1409,1,0.13095
1029,Syt5,0.443142,0.0708556,0.0543474,0.175131,1409,0.748137,0.238434
70560340,Cacnb3,0.34538,0.032815,0.0259595,0.0761185,1409,0.0537114,0.390873
71836833,Ina,0.41948,0.146746,0.14148,0.180012,4434,1,0.165897
73817442,Arl4d,0.374277,0.0399784,0.0349008,0.0720511,1145,0.380952,0.358749
2347,Kdr,0.526694,0.1683,0.146355,0.306915,5716,0.185337,0.212637
255,Chd2,0.454515,0.0679807,0.0498583,0.182452,1890,0.0567529,0.185367
1044,Tcf4,0.450153,0.0581648,0.0430143,0.153864,1409,0.0546046,0.215456
200,Cck,0.419097,0.0210296,0.0117011,0.0799535,626,0.0347568,0.111716
2353,Kif5b,0.398748,0.0885656,0.0724142,0.190587,2272,0.141137,0.204359
1367,Krtap12-1,0.477562,0.0604203,0.0425728,0.173155,990,0.175414,0.146136
71016664,Ptgs2,0.436746,0.0707445,0.0560768,0.163393,1658,0.995556,0.278317
75651227,Cysltr1,0.416586,0.13639,0.135629,0.141197,2740,1,0.133128
544899,Atxn10,0.38167,0.0520021,0.0449461,0.0965718,1553,0.732216,0.131638
71670725,Gm196,0.350445,0.0212678,0.0163005,0.0526438,882,0.0427096,0.282801
73907499,Grin3a,0.36763,0.0610397,0.056684,0.0885532,1195,1,0.118267
1468,AI606473,0.408502,0.0700774,0.0520109,0.184195,2291,0.151527,0.154851
71249055,Foxo1,0.3991,0.0652647,0.0537219,0.138175,1658,0.9968,0.258412
75651179,Tacc3,0.313853,0.0446163,0.038746,0.0816967,1511,0.366952,0.338991
1261,Pfn2,0.453692,0.0589908,0.0430511,0.159675,1409,0.0543993,0.170372
73997146,Osbpl5,0.359063,0.0190759,0.0126946,0.0593841,626,0.0891089,0.441471
1341,Copb2,0.462197,0.055147,0.038746,0.158745,1658,0.0498643,0.280413
79556656,Arntl,0.386497,0.0794803,0.0748979,0.108425,1215,1,0.372418
72007936,Vwa1,0.339744,0.0367858,0.0305037,0.0764672,1658,0.0498643,0.125926
404,Eps8l3,0.511831,0.101193,0.072543,0.282162,1758,0.0832309,0.110968
72340109,Ptpro,0.358855,0.0663924,0.0603451,0.10459,1272,1,0.307376
79556599,Fgf1,0.351437,0.0527168,0.0476874,0.0844858,1409,1,0.167627
71250307,Acvr1c,0.459724,0.134008,0.120562,0.218942,2478,1,0.107499
1189,Cyp4f15,0.470212,0.0666148,0.0499503,0.171877,1542,0.0927463,0.338959
67936211,Rpgr,0.516859,0.216808,0.212441,0.244393,2842,1,0.215371
75774680,Clip4,0.360393,0.051605,0.0459212,0.0875073,1658,1,0.282503
357094,Atp6v0a2,0.475942,0.163217,0.153549,0.224288,5489,0.995556,0.153348
73592532,C2cd2l,0.340629,0.0520815,0.0404938,0.125276,1145,0.418321,0.254608
74750021,Srp14,0.401611,0.0844041,0.0748795,0.144567,2245,1,0.461886
74881159,Lancl1,0.412312,0.0647564,0.0596644,0.0969204,1089,0.754795,0.218382
79591679,Slc6a4,0.440631,0.135104,0.131214,0.159675,1409,1,0.0791656
79912574,Arfgef2,0.362966,0.0859925,0.0822019,0.109936,1754,1,0.147213
74988306,Prdx6b,0.367329,0.0404549,0.0323619,0.0915747,1409,0.274697,0.0783931
71920513,Mybpc1,0.392861,0.0555759,0.0502263,0.0893666,1379,1,0.093529
73907502,Trpm6,0.367234,0.049699,0.0433455,0.0898315,1658,1,0.110591
1185,Ctps,0.489123,0.0561953,0.0356368,0.186055,954,0.0612807,0.124596
72283803,C230071H18Rik,0.43834,0.0784796,0.0631416,0.175363,1658,0.784229,0.156926
74819692,Blnk,0.608564,0.366762,0.36667,0.367345,2646,1,0.497228
74425564,Serpinb6a,0.418337,0.143141,0.14297,0.144218,1742,0.897119,0.306303
2141,Dbr1,0.409149,0.072571,0.0573463,0.168739,1145,0.991111,0.0761794
74658244,Eps8l2,0.399395,0.0711257,0.0645399,0.112725,1658,1,0.275839
654928,Dpysl3,0.382047,0.0796709,0.074346,0.113306,1890,1,0.135557
112196711,Terf2ip,0.387501,0.128226,0.12161,0.170017,1145,0.984095,0.268074
74988529,Ccni,0.385022,0.0935847,0.0862494,0.139919,1886,1,0.261137
74511736,Car7,0.377785,0.0838165,0.0773264,0.124811,2443,0.944298,0.166219
73788044,Otof,0.390407,0.0619292,0.0539795,0.112144,1143,1,0.51332
74819250,Scd2,0.358234,0.0559729,0.04938,0.0976177,1658,0.784936,0.252501
71064288,Stk38l,0.374992,0.0277482,0.0215256,0.067054,1145,0.0450387,0.23313
70612728,Dhdds,0.38538,0.044251,0.0366486,0.0922719,918,0.75675,0.561083
76097701,Tmem179,0.326036,0.0354675,0.030099,0.0693783,1636,0.0492947,0.252647
74819248,Wdr47,0.37014,0.0528757,0.0482761,0.0819291,1409,1,0.227454
72080006,Tal1,0.393414,0.0490954,0.0435663,0.0840209,1005,1,0.070968
32583,Pim2,0.852384,0.707016,0.693638,0.791517,19843,0.519048,0.333606
75147759,Ttbk2,0.398466,0.0889944,0.0789822,0.152237,1615,1,0.226113
73771235,Necab3,0.327122,0.0431392,0.0370902,0.0813481,1978,0.0427539,0.187696
1912,Ramp1,0.432905,0.0735876,0.0577694,0.173504,1145,1,0.180928
71920509,Tmem106b,0.383334,0.0392478,0.0342017,0.0711214,1220,1,0.119278
71836799,Rassf3,0.438328,0.0848806,0.0764065,0.138408,1890,1,0.546012
70301086,Sybu,0.405125,0.0490478,0.0389116,0.113074,2110,0.040966,0.256314
356488,Bhlhe40,0.473438,0.196636,0.181164,0.294364,3092,1,0.231606
73931426,Syndig1,0.370938,0.0661224,0.0581558,0.116444,2110,0.737757,0.103546
293663,Prpsap2,0.471354,0.143713,0.132502,0.214526,2465,1,0.627467
67870468,Rin1,0.384124,0.0442828,0.036943,0.090645,1399,0.995575,0.292089
71015802,Elmo2,0.413737,0.048889,0.0338706,0.143754,1658,0.105879,0.309001
72129252,Dpf3,0.447083,0.180625,0.180502,0.181406,2741,1,0.637413
74819331,Dach2,0.462938,0.148891,0.14343,0.183382,2646,1,0.0534862
1888,Vdac2,0.318981,0.00479677,0.000662325,0.0309123,14,0.0422961,0.147024
74658240,Pex13,0.385957,0.0654235,0.0609523,0.0936665,2158,1,0.335118
73992930,Cnnm1,0.377829,0.0504614,0.0447989,0.0862289,1658,1,0.196186
75079776,Capsl,0.392083,0.0878985,0.0834529,0.115979,1361,1,0.554892
74819685,Fam96b,0.325051,0.0292413,0.0233285,0.0665892,1211,0.047283,0.170995
2245,Gabarap,0.422762,0.061405,0.0418184,0.185125,1591,0.0858787,0.109105
72472750,Fam78b,0.370341,0.0800521,0.0755786,0.108309,1462,0.870527,0.0986032
35,Hepacam,0.395215,0.0552105,0.0411009,0.144335,1483,0.145856,0.16361
2397,Mapk13,0.381212,0.0542734,0.0394267,0.148053,1559,0.0751022,0.309377
67810541,Mxd4,0.420044,0.0396925,0.0255731,0.128879,881,0.250302,0.294865
75041473,Ndst3,0.416793,0.100335,0.0920079,0.152934,1409,1,0.333541
70436747,Chrnb3,0.357205,0.0290348,0.0224638,0.0705404,1217,0.0589049,0.140984
71015815,Gpr56,0.412004,0.120952,0.11644,0.149448,1465,1,0.287776
74988539,Eif1ax,0.369889,0.0701091,0.0622953,0.119465,1772,1,0.29833
72109262,Gm1441,0.40574,0.109627,0.102752,0.153051,2679,0.739674,0.133568
74882595,Galnt6,0.38376,0.0253975,0.0182507,0.0705404,577,0.77635,0.0954275
2647,Supt5,0.41427,0.071078,0.0554697,0.169669,1606,0.104187,0.137491
77340470,Gm1088,0.309598,0.0267634,0.0221327,0.0560139,626,1,0.0904384
470,Fzd8,0.577181,0.279801,0.271204,0.334108,7984,0.778738,0.106135
71,9130024F11Rik,0.405031,0.053098,0.0376421,0.150726,1398,0.113565,0.195119
77280341,F3,0.371364,0.062501,0.054237,0.114701,1361,1,0.149701
70634119,Fbxo21,0.354581,0.0269064,0.0211944,0.0629866,1145,0.0450387,0.189289
72472804,Galnt14,0.327009,0.0466812,0.0393531,0.0929692,2133,0.045048,0.421694
75551479,Grin2d,0.368979,0.0960308,0.091916,0.122022,1890,0.616765,0.102218
79907934,Crhr2,0.366902,0.0610238,0.0501711,0.129576,1145,0.726119,0.203873
2317,Il17rb,0.448389,0.101796,0.094786,0.146078,1306,0.998507,0.145249
74511758,Prlhr,0.368119,0.0218078,0.0153991,0.0622894,648,0.617424,0.0521058
73907503,Prpf38b,0.344376,0.0500167,0.0432903,0.0925044,1658,0.568852,0.273352
1924,Trip4,0.521327,0.188583,0.17581,0.269262,8084,0.300315,0.428336
1162,Bhlhe22,0.447604,0.0469194,0.0290687,0.159675,1197,0.146976,0.15722
74512007,Cacna1i,0.376429,0.0466653,0.0363727,0.111679,1643,0.0747587,0.243742
70743903,Fhl2,0.407692,0.0379294,0.0311109,0.0809994,1658,0.0492998,0.217027
77874610,Clic5,0.440192,0.229292,0.228962,0.231377,2755,1,0.194189
72007937,Kazn,0.342662,0.0372782,0.0305405,0.0798373,1658,0.0498643,0.276414
75749773,Deptor,0.339681,0.0428533,0.0386724,0.0692621,1220,1,0.136019
75042244,Fam196a,0.414647,0.11976,0.113037,0.162231,2383,1,0.474129
276067,Rpl11,0.453793,0.13836,0.130276,0.189425,2110,1,0.475012
79567760,Tbck,0.435616,0.173669,0.172444,0.181406,3886,0.987685,0.25929
74047745,Srgap1,0.380428,0.0374053,0.0307061,0.0797211,1658,0.0498643,0.287584
71358663,Syt16,0.420484,0.0646135,0.0573279,0.110633,2110,1,0.324372
89,Mllt11,0.460666,0.0870408,0.0714207,0.185706,1658,1,0.116097
1645,Slc39a5,0.389146,0.0327991,0.0193178,0.117955,626,0.0488329,0.298038
74511956,Slc35g2,0.370875,0.0443304,0.0375317,0.0872748,1145,0.572908,0.179959
72472765,Cerk,0.321561,0.0529074,0.0473194,0.0882045,1658,0.329169,0.219911
2373,Leprotl1,0.415751,0.0560682,0.0393715,0.161534,1145,0.0543993,0.354667
381,Efna3,0.426045,0.0393907,0.0253523,0.128065,952,0.0533154,0.145454
73931638,Mgat5,0.360337,0.0816245,0.0767929,0.112144,1624,0.955487,0.207026
1896,Fcrls,0.425681,0.0715704,0.0557089,0.171761,1365,0.994709,0.0786508
74657923,Thbs3,0.375218,0.0682349,0.0641167,0.0942475,1375,1,0.2957
71015814,Homer2,0.352761,0.0379612,0.0311477,0.0809994,1657,0.0594059,0.284207
1183,Ctgf,0.49132,0.077479,0.0597932,0.189192,1411,0.994113,0.102488
1798,Setd4,0.464613,0.0871837,0.0677411,0.209994,2720,0.0726644,0.149493
1321,4932438H23Rik,0.436395,0.0634858,0.0428119,0.194073,1145,0.058795,0.0801225
72119581,Cadps,0.353583,0.0406614,0.033153,0.0880883,1145,0.976143,0.226572
79556668,Tspo,0.400343,0.0696167,0.0621297,0.116909,1395,1,0.0725879
73718052,BC031181,0.381827,0.0609127,0.0539611,0.104823,1715,1,0.393897
2699,Tulp4,0.393734,0.0479836,0.0335026,0.139454,1409,0.0537114,0.317035
77340464,Hbb,0.437003,0.160199,0.150072,0.224172,2134,0.848255,0.0910824
73929873,Zfp365,0.351493,0.0777172,0.0723774,0.111447,1658,1,0.157648
74272892,Arhgef28,0.427174,0.0934735,0.0865806,0.137013,1890,1,0.0630063
121089,Vldlr,0.625215,0.395146,0.39114,0.420453,8223,0.656811,0.189679
70301082,Ache,0.405766,0.0378977,0.0310189,0.0813481,1658,0.0498643,0.225955
72339557,Tcf7l2,0.376913,0.0290507,0.0221143,0.0728646,1145,0.0824492,0.153004
73817427,3110035E14Rik,0.346911,0.0673454,0.0559664,0.139221,2339,0.355557,0.466442
73512493,Carhsp1,0.371258,0.0737782,0.0699121,0.0981987,2864,0.939054,0.165879
71924238,Slc24a2,0.34946,0.0326403,0.026033,0.0743754,1409,0.0537114,0.20103
77414917,Nudt2,0.405019,0.157658,0.156456,0.165253,1409,1,0.0560698
73512499,Ace,0.356307,0.067679,0.0654782,0.0815805,1250,1,0.12602
74581377,Egr3,0.36387,0.112931,0.112485,0.115747,1340,1,0.1726
72283791,Lgr5,0.338626,0.0379136,0.0320492,0.0749564,1658,0.0775403,0.34651
71247658,Trpc5,0.369645,0.0489684,0.0450933,0.0734457,1306,1,0.322512
74047841,Pla2g7,0.363764,0.0385171,0.0305037,0.0891342,1155,1,0.327778
77371839,Grn,0.372607,0.0781302,0.0706664,0.125276,1145,1,0.120095
73521000,Nxph4,0.563179,0.299417,0.292472,0.343289,2846,1,0.288432
77414641,Bpgm,0.436878,0.154529,0.147294,0.200232,1658,1,0.231661
75773698,F11r,0.3621,0.0454105,0.0382677,0.0905288,1409,0.160857,0.168705
77340492,Chd6,0.406437,0.131133,0.129687,0.140267,1890,1,0.101707
1649,Ostc,0.390156,0.0496514,0.0369062,0.130157,1077,0.788368,0.222263
74988334,Slc25a27,0.42113,0.0820375,0.0746035,0.128995,1146,1,0.275235
2065,Bmp7,0.363814,0.0477612,0.035508,0.12516,1696,0.202535,0.193224
72129292,Ngef,0.337961,0.0368335,0.0316628,0.0694945,1145,0.540344,0.153715
74881134,Stoml1,0.368289,0.0485236,0.0407146,0.0978501,1510,0.229699,0.242688
74882616,Hspb6,0.403437,0.1078,0.104463,0.128879,2158,1,0.0822931
79591677,Esr1,0.476777,0.180594,0.172223,0.233469,1927,1,0.118834
71670683,Pde7b,0.432767,0.126289,0.121923,0.153864,2115,1,0.102519
1508,Lmx1b,0.468586,0.142601,0.127038,0.240906,2288,1,0.176623
71587887,Kcnip3,0.400826,0.0331962,0.0260698,0.0782103,1409,0.0537114,0.219265
75079800,Thbd,0.361492,0.0238568,0.017478,0.0641488,626,0.825595,0.341682
2509,Ptpn18,0.438566,0.0505408,0.033429,0.158629,1169,0.141867,0.318292
74800827,Egr4,0.596996,0.371861,0.369872,0.384428,2616,1,0.140173
74988249,Yeats2,0.477932,0.180006,0.175314,0.209646,5366,1,0.243489
2205,Fbln1,0.427137,0.104719,0.0911616,0.190354,1168,1,0.457984
71924215,Ppm1l,0.348951,0.0312743,0.0259227,0.0650784,1409,0.0537114,0.292503
75042257,Elmod3,0.359138,0.0585778,0.0532803,0.0920395,1658,1,0.321382
71836839,Rnf144b,0.368088,0.0712686,0.0641903,0.115979,1890,0.987923,0.124458
357092,Hectd1,0.475365,0.150415,0.134084,0.253574,2383,0.97874,0.919413
72008119,Ier3,0.366525,0.0292413,0.022979,0.0687972,988,0.120739,0.148958
323589,Atp5s,0.464544,0.106307,0.0907937,0.2043,2030,0.415178,0.28567
75651203,Kcnj14,0.380359,0.105148,0.0959083,0.16351,1772,0.969792,0.295579
70436731,Tspan11,0.381821,0.0536857,0.0445045,0.111679,1271,0.0967931,0.163413
2693,Traf5,0.421827,0.0686955,0.054513,0.15828,1145,0.532395,0.526045
72129247,Prkcb,0.398209,0.0892486,0.0838209,0.123533,1658,1,0.219516
77371765,Nav1,0.405489,0.128528,0.12597,0.144683,1324,0.989717,0.149558
74641308,Zfhx3,0.353753,0.0269064,0.0211392,0.0633353,1145,0.0450387,0.661116
73512207,Fryl,0.484365,0.213282,0.215844,0.197095,9395,1,0.226662
73520965,Bace1,0.390338,0.118807,0.114325,0.147124,1806,0.893313,0.18886
71015801,Zfp521,0.433576,0.0727775,0.059554,0.156304,1658,0.919291,0.204601
79490073,Pcp2,0.471681,0.222081,0.215219,0.265427,3359,1,0.134305
75077203,Dpp6,0.392968,0.0562747,0.0502999,0.0940151,1204,0.416193,0.137776
74819326,Fam105a,0.350652,0.0700615,0.0642823,0.106566,1906,1,0.160543
80517217,Oprk1,0.391104,0.134945,0.128013,0.178733,1753,0.667934,0.107959
73818754,Slc17a6,0.369827,0.0373576,0.0311109,0.0768158,1658,0.0534188,0.117841
71836902,Gjd2,0.3665,0.0621357,0.0550281,0.107031,1658,0.897436,0.299264
70634395,Dkkl1,0.380007,0.0262075,0.0202377,0.0639163,882,0.210028,0.468961
74819328,Lrrn2,0.413096,0.0979685,0.0950068,0.116676,1377,1,0.218581
76135811,Zim2,0.461312,0.175019,0.169666,0.208832,1379,1,0.280295
74882940,Tecta,0.373844,0.0481742,0.0409721,0.0936665,906,1,0.224293
1990,Aph1a,0.393796,0.0381359,0.0230158,0.133643,1173,0.054386,0.115143
71015810,Resp18,0.408038,0.0245398,0.0165213,0.0751888,882,0.0426655,0.214459
667,Mef2c,0.411452,0.0400737,0.0315708,0.0937827,1362,0.125628,0.213172
79556694,Grin1,0.365113,0.0844994,0.0817787,0.101685,1145,1,0.16531
293694,Zfand3,0.465398,0.117235,0.105806,0.189425,2383,0.68694,0.304047
814,Plxdc1,0.413454,0.105259,0.0941789,0.175247,3756,0.704509,0.105505
71020430,2610028E06Rik,0.437505,0.180705,0.179012,0.1914,2946,0.642679,0.123956
2025,Aldh1a2,0.392397,0.0482377,0.0350112,0.131784,1658,0.186128,0.103163
70927828,0610007P14Rik,0.355774,0.0214584,0.016227,0.0545032,882,0.0427096,0.376755
67881545,Rfxank,0.426321,0.101987,0.0960371,0.13957,1931,1,0.33944
276264,Sbf1,0.424802,0.105148,0.0949516,0.169553,1890,1,0.30008
